Month,Date,Special Day,Online Sale offers ,Weekend,product-name,Segrecation of books ,Cost Price,item price,shipping-price,Customer ID
1,9,0,0,0,Database System Concepts (Int'l Ed),college,899.1,999,85,B07FWXVXV
1,9,0,0,0,Uchchatar Aarthik Siddhanth,college,436.5,485,85,B07FWWUVR
1,9,0,0,0,"Human Anatomy By B D Chaurasia's 7th Edition (Set Of 4 Books) Vol-1,2,3&4  (Paperback, BD Chaurasia's)",college,1332,1480,85,B07FWXUQW
1,9,0,0,0,"Human Anatomy By B D Chaurasia's 7th Edition (Set Of 4 Books) Vol-1,2,3&4  (Paperback, BD Chaurasia's)",college,1332,1480,85,B07FWXSXX
1,9,0,0,0,English Grammar for Today: A New Introduction,School,863.1,959,85,B07FWWTSR
1,10,0,0,0,Chronicle Year Book 2017 (English),competition ,234,260,85,B07FWWWVX
1,10,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWVVTS
1,10,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWXWYU
1,11,0,0,0,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Mathematics,competition ,180,200,85,B07FWYTVQ
1,11,0,0,0,Database Systems Concepts,college,819,910,85,B07FWVWYU
1,11,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWYYST
1,12,0,0,0,Public Finance,college,418.5,465,85,B07FWWBVW
1,12,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWWTSZ
1,12,0,0,0,Database System Concepts (Int'l Ed),college,899.1,999,85,B07FWWTWR
1,12,0,0,0,English Grammar for Today: A New Introduction,School,863.1,959,85,B07FWVYWZ
1,12,0,0,0,Political Theory,college,382.5,425,85,B07FWWBQX
1,12,0,0,0,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),college,580.5,645,85,B07FWXYZS
1,12,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWVBUV
1,12,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,competition ,553.5,615,85,B07FWYUWS
1,12,0,0,0,Public Finance,college,418.5,465,85,B07FWYVTY
1,13,0,0,1,Political Theory,college,382.5,425,85,B07FWXWXW
1,13,0,0,1,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",competition ,691.2,768,85,B07FWWWZV
1,13,0,0,1,ESE 2017 Mains Examination: Electrical Engineering - Conventional Solved Papers - Paper - 2,competition ,576,640,85,B07FWXYTR
1,14,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Chemistry,competition ,157.5,175,85,B07FWXBXU
1,14,0,0,1,English Grammar for Today: A New Introduction,School,863.1,959,85,B07FWXYVT
1,15,0,0,0,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Chemistry,competition ,157.5,175,85,B07FWYBZQ
1,15,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWYTZV
1,15,0,0,0,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",competition ,691.2,768,85,B07FWXYYR
1,15,0,0,0,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",competition ,691.2,768,85,B07FWXVVT
1,15,0,0,0,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",competition ,691.2,768,85,B07FWWBRT
1,15,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWWSZU
1,15,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWXYYW
1,15,0,0,0,Public Finance,college,418.5,465,85,B07FWWWQW
1,15,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWWAXS
1,15,0,0,0,Political Theory,college,382.5,425,85,B07FWYTUW
1,15,0,0,0,COMPREHENSIVE TEXTBOOK OF MEDICAL PHYSIOLOGY (2VOLS),college,1125,1250,85,B07FWYYYR
1,15,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWWAZW
1,15,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWXXVY
1,16,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWYVTV
1,17,0,0,0,Public Finance,college,418.5,465,85,B07FWYBZU
1,17,0,0,0,Public Finance,college,418.5,465,85,B07FWWSXY
1,17,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWYYWW
1,17,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWXAZU
1,17,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWWTTS
1,18,0,0,0,39 Years' Chapterwise Topicwise Solved Papers IIT JEE MAIN (2017-1979) Combo Pack 3 Books Sets (Mathematics Chemistry Physics),competition ,612,680,85,B07FWWYZZ
1,18,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWVXYS
1,19,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWWTTS
1,20,0,0,1,Surveying - Vol. 2,college,444.6,494,85,B07FWYAZW
1,20,0,0,1,A Text Book of Optics,college,508.5,565,85,B07FWWYTX
1,20,0,0,1,Shigley's Mechanical Engineering Design - SIE,college,681.3,757,85,B07FWWZUT
1,20,0,0,1,"Microwave Devices and Circuits, 3e",college,277.2,308,85,B07FWVWUR
1,21,0,0,1,Shigley's Mechanical Engineering Design - SIE,college,681.3,757,85,B07FWYVSS
1,21,0,0,1,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",competition ,691.2,768,85,B07FWXSRX
1,21,0,0,1,ESE 2017 Mains Examination: Electrical Engineering - Conventional Solved Papers - Paper - 2,competition ,576,640,85,B07FWYWVV
1,22,0,0,0,ESE 2017 Mains Examination: Electronics & Telecommunication Engineering - Conventional Solved Papers - Paper - 2,competition ,405,450,85,B07FWXYRV
1,22,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWWTZX
1,22,0,0,0,A Text Book of Optics,college,508.5,565,85,B07FWWVWY
1,22,0,0,0,A Text Book of Optics,college,508.5,565,85,B07FWXTVZ
1,22,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWXSZV
1,22,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWWYWV
1,22,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWYTUR
1,22,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWVVYW
1,23,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWXUQY
1,23,0,0,0,Public Finance,college,418.5,465,85,B07FWYWVR
1,23,0,0,0,Lakshya - Rajasthan Police Sub - Inspector Exam Book Part - I,competition ,449.1,499,85,B07FWVXWR
1,24,0,0,0,"NEET Prep Guide 2018(With free bookletrevision points Physics,Chemistry,Biology)",competition ,809.1,899,85,B07FWVYTY
1,24,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWWSRT
1,24,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWXUXW
1,24,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWXSUY
1,24,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWWBUR
1,25,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWVVUU
1,25,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWWXTT
1,25,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWVXUY
1,25,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,competition ,553.5,615,85,B07FWWYQZ
1,25,0,0,0,Objective Physics for NEET - Vol. 1,competition ,540,600,85,B07FWYUYW
1,25,0,0,0,"NEET Prep Guide 2018(With free bookletrevision points Physics,Chemistry,Biology)",competition ,809.1,899,85,B07FWYWWZ
1,25,0,0,0,Public Finance,college,418.5,465,85,B07FWYWYQ
1,25,0,0,0,Modern Operating Systems 4e,college,621,690,85,B07FWXVTT
1,25,0,1,0,ESE 2017 Mains Examination: Electronics & Telecommunication Engineering - Conventional Solved Papers - Paper - 2,competition ,405,450,85,B07FWXXQV
1,26,0,1,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,competition ,553.5,615,85,B07FWVYQW
1,26,0,1,0,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWXUWZ
1,26,1,1,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,competition ,553.5,615,85,B07FWWUUU
1,26,0,1,0,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),college,580.5,645,85,B07FWVZUR
1,26,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,competition ,553.5,615,85,B07FWXVTW
1,26,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWVBXW
1,26,0,0,0,A Glossary of Literary Terms,School,202.5,225,85,B07FWVVUZ
1,26,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWWZXX
1,27,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWXVWW
1,27,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWWWWW
1,27,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWXUQU
1,27,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWYWTV
1,27,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWXAYS
1,27,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWVAVV
1,27,0,0,1,A Glossary of Literary Terms,School,202.5,225,85,B07FWXXUQ
1,27,0,0,1,Public Finance,college,418.5,465,85,B07FWXVRU
1,28,0,0,1,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWXVQU
1,28,0,0,1,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWWTRW
1,28,0,0,1,Modern Operating Systems 4e,college,621,690,85,B07FWYWSS
1,28,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Physics,competition ,193.5,215,85,B07FWVYZQ
1,29,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWYVYU
1,30,0,0,0,Shigley's Mechanical Engineering Design - SIE,college,681.3,757,85,B07FWVXYQ
1,30,0,0,0,"Lakshy REET Prayavaran Adhyan Ganit & Balvikas Class 1 - 5, Level - I 2017-18",competition ,274.5,305,85,B07FWVVRR
1,30,0,0,0,Textbook of Refrigeration and Air-conditioning (M.E.),college,549,610,85,B07FWVVYQ
1,31,1,0,0,Textbook of Refrigeration and Air-conditioning (M.E.),college,549,610,85,B07FWXZTT
1,31,1,0,0,Shigley's Mechanical Engineering Design - SIE,college,1362.6,1514,170,B07FWWBZQ
1,31,1,0,0,Textbook of Refrigeration and Air-conditioning (M.E.),college,549,610,85,B07FWWYRT
1,31,1,0,0,Database System Concepts (Int'l Ed),college,899.1,999,85,B07FWXZVZ
2,1,1,0,0,Digital Logic and Computer Design (Old Edition),college,562.5,625,85,B07FWXWYZ
2,2,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWYVYU
2,3,0,0,1,English Grammar for Today: A New Introduction,School,863.1,959,85,B07FWXBYY
2,4,0,0,1,39 Years' Chapterwise Topicwise Solved Papers (2017-1979) IIT JEE Mathematics,competition ,180,200,85,B07FWXZYW
2,5,0,0,0,Ordinary and Partial Differential Equations,college,809.1,899,85,B07FWWSYU
2,5,0,0,0,Guide to RRB Electrical Engg. (Senior Section Engineer) 2016,competition ,518.4,576,85,B07FWVXUT
2,5,0,0,0,"Microwave Devices and Circuits, 3e",college,277.2,308,85,B07FWVYWU
2,6,0,0,0,Database Systems Concepts,college,819,910,85,B07FWXTVS
2,6,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYBZY
2,6,0,0,0,Fundamentals of Applied Statistics,college,697.5,775,85,B07FWXVXT
2,6,0,0,0,A Text Book of Optics,college,508.5,565,85,B07FWYUST
2,6,0,0,0,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),college,580.5,645,85,B07FWVYUW
2,6,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWVZSV
2,6,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWXAYW
2,7,0,0,0,English Grammar for Today: A New Introduction,School,863.1,959,85,B07FWXAZV
2,7,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYTYX
2,8,0,0,0,Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016),competition ,387,430,85,B07FWYZXY
2,8,0,0,0,Clinical Pathology Haematology and Blood Banking (for DMLT Students),college,346.5,385,85,B07FWYTSZ
2,8,0,0,0,Clinical Pathology Haematology and Blood Banking (for DMLT Students),college,346.5,385,85,B07FWXYSR
2,9,0,0,0,Surveying - Vol. 2,college,444.6,494,85,B07FWXYSQ
2,9,0,0,0,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),college,580.5,645,85,B07FWXBUQ
2,9,0,0,0,Clinical Pathology Haematology and Blood Banking (for DMLT Students),college,346.5,385,85,B07FWXYTQ
2,9,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,competition ,553.5,615,85,B07FWXAQU
2,9,0,0,0,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,competition ,553.5,615,85,B07FWVZRY
2,10,0,0,1,Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016),competition ,387,430,85,B07FWYVYW
2,10,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWVWVZ
2,10,0,0,1,Database Systems Concepts,college,819,910,85,B07FWVVRT
2,10,0,0,1,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),college,580.5,645,85,B07FWWUYZ
2,11,0,0,1,Shigley's Mechanical Engineering Design - SIE,college,681.3,757,85,B07FWXVWQ
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWWSUR
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXTQV
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWVZSX
2,11,0,0,1,ESE 2017 Mains Examination: Electronics & Telecommunication Engineering - Conventional Solved Papers - Paper - 1,competition ,369,410,85,B07FWWZVR
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYWZW
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWWTWW
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWVXVV
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXAVX
2,11,0,0,1,Clinical Pathology Haematology and Blood Banking (for DMLT Students),college,346.5,385,85,B07FWWVTY
2,11,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXWYR
2,11,0,0,1,ESE 2018 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 1,competition ,549,610,85,B07FWVBTT
2,12,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWWBQQ
2,12,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYUSQ
2,12,0,0,0,Cracking the CSAT Paper-2,competition ,535.5,595,85,B07FWXUXY
2,12,0,0,0,Cracking the CSAT Paper-2,competition ,1071,1190,170,B07FWXSUS
2,12,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWYBYV
2,12,0,0,0,Database System Concepts (Int'l Ed),college,899.1,999,85,B07FWYXTZ
2,12,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYWTZ
2,13,0,0,0,Database System Concepts (Int'l Ed),college,899.1,999,85,B07FWWAWY
2,13,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXSZU
2,13,0,0,0,Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016),competition ,387,430,85,B07FWYSVW
2,14,1,1,0,A Text Book of Optics,college,508.5,565,85,B07FWWUZQ
2,14,1,1,0,Database System Concepts (Int'l Ed),college,899.1,999,85,B07FWYYWT
2,14,1,1,0,Public Finance,college,418.5,465,85,B07FWWUQX
2,15,0,1,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,1036.8,1152,170,B07FWYXRT
2,16,0,0,0,Classical Mechanics,college,382.5,425,85,B07FWXVYY
2,16,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWWZRX
2,17,0,0,1,Shigley's Mechanical Engineering Design - SIE,college,681.3,757,85,B07FWWYYT
2,18,0,0,1,Political Theory,college,382.5,425,85,B07FWXUQX
2,18,0,0,1,Objective Physics for NEET - Vol. 1,competition ,540,600,85,B07FWYWZR
2,18,0,0,1,Objective Physics for NEET - Vol. 1,competition ,540,600,85,B07FWYYZT
2,18,0,0,1,Objective Physics for NEET - Vol. 1,competition ,540,600,85,B07FWYZVZ
2,18,0,0,1,Objective Physics for NEET - Vol. 1,competition ,540,600,85,B07FWYURS
2,19,0,0,0,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),college,580.5,645,85,B07FWXSRS
2,19,0,0,0,AFCAT (Flying Technical & Ground Duty Branch) 2018,competition ,207,230,85,B07FWYVST
2,19,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWVVZT
2,19,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXXXR
2,20,0,0,0,A Textbook of Organic Chemistry for Competitions for JEE (Main & Advanced) & All Other Engineering Entrance Examinations (2nd Year Programme) (2018-2019),competition ,652.5,725,85,B07FWYXZQ
2,20,0,0,0,Advanced Economic Theory,college,650.7,723,170,B07FWXYXX
2,20,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYAWV
2,20,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYSRW
2,20,0,0,0,AFCAT (Flying Technical & Ground Duty Branch) 2018,competition ,207,230,85,B07FWXSYV
2,20,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXWRW
2,20,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWWSRY
2,20,0,0,0,Exploring C,college,283.5,315,85,B07FWXXXU
2,20,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXBRW
2,21,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWYZXU
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXAXV
2,21,0,0,0,ESE 2017 Mains Examination: Electronics & Telecommunication Engineering - Conventional Solved Papers - Paper - 2,competition ,405,450,85,B07FWVBVV
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYVUV
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXBQY
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,1036.8,1152,170,B07FWVUTZ
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWVAXW
2,21,0,0,0,Objective Physics for NEET - Vol. 1,competition ,540,600,85,B07FWWBYS
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXTZZ
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYSQV
2,21,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWVYXY
2,22,0,0,0,ESE 2017 Mains Examination: Electronics & Telecommunication Engineering - Conventional Solved Papers - Paper - 2,competition ,405,450,85,B07FWYUUT
2,22,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,1036.8,1152,170,B07FWYUWW
2,22,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWVXYZ
2,22,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,1036.8,1152,170,B07FWVXYX
2,22,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWWSZR
2,22,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXZRV
2,22,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYSQZ
2,22,0,0,0,Principles of Microeconomics( 21st Revised Edition)(By Dr.H.L.AHUJA),college,580.5,645,85,B07FWXWRX
2,22,0,0,0,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYAUS
2,23,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWYVQZ
2,23,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWXTTQ
2,23,0,0,0,ESE 2017 Mains Examination: Civil Engineering - Conventional Solved Papers - Paper - 1,competition ,621,690,85,B07FWYYWX
2,23,0,0,0,Advanced Economic Theory,college,650.7,723,85,B07FWVXYV
2,24,0,0,1,"39 Years' Chapterwise Topicwise Solved Papers IIT JEE Mathematics, Chemistry, Physics",competition ,691.2,768,85,B07FWVXYY
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXXYQ
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWVYRQ
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWWUSX
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYVUY
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXVTS
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,2592,2880,425,B07FWXXZZ
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXSYU
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWYTQV
2,25,0,0,1,COMPREHENSIVE GUIDE FOR NURSING COMPETITIVE EXAM,competition ,518.4,576,85,B07FWXTXY
2,26,0,0,0,ESE 2018 Prelims Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. II,competition ,553.5,615,85,B07FWWYUQ
